"male","race_white","race_black","race_american_indian","race_asian_pacificislander","race_other","hispanic","grade","fam_income","fam_logincome","ever_smoked","ever_alcohol","ever_marijuana","ever_cocaine","delinquency_agg"
0,1,0,0,0,0,0,7,40000,10.5966597327836,1,1,1,0,4
1,0,0,0,1,0,NA,7,8000,8.98732181285012,NA,0,0,0,1
1,1,0,0,0,0,0,9,25000,10.1266711030504,1,1,1,0,5
0,0,1,0,0,0,0,9,NA,NA,0,0,0,0,1
1,1,0,0,0,0,0,9,48000,10.7789771230064,1,1,1,1,10
1,1,0,0,0,0,0,11,65000,11.0821579333748,1,1,1,1,13
0,0,1,0,0,0,0,9,NA,NA,1,0,0,0,8
1,0,1,0,0,0,0,11,NA,NA,1,1,1,0,6
0,1,0,0,0,0,0,11,65000,11.0821579333748,1,1,1,0,1
0,0,1,0,0,0,0,9,NA,NA,0,0,0,0,3
0,0,1,0,0,0,0,8,14000,9.54688403461792,1,1,0,0,1
1,1,0,0,0,0,1,10,59000,10.9853096718968,1,1,1,0,4
1,0,0,0,0,1,0,7,80000,11.2897944135779,0,0,0,0,2
0,1,0,0,0,0,0,10,75000,11.2252567257629,1,0,0,0,2
1,0,0,0,0,1,1,7,58000,10.9682155307592,0,0,0,0,3
0,1,0,0,0,0,0,7,8000,8.98732181285012,1,1,0,0,5
1,1,0,0,0,0,0,7,85000,11.3504183001091,0,0,0,0,0
1,1,0,0,0,0,0,NA,9000,9.10509096125709,0,0,1,0,4
0,1,0,0,0,0,1,9,NA,NA,1,1,0,0,3
0,1,0,0,0,0,1,9,3000,8.00670084544037,1,1,0,0,4
1,1,0,0,0,0,0,11,35000,10.463131911492,1,1,1,0,2
1,1,0,0,0,0,0,9,46000,10.7364184143654,1,0,0,0,9
1,1,0,0,0,0,0,12,45000,10.7144399907278,1,1,1,0,10
0,0,1,0,0,0,0,11,5000,8.5173931714189,1,1,0,0,1
1,1,0,0,0,0,0,10,NA,NA,1,1,1,0,2
0,0,1,0,0,0,0,12,NA,NA,1,1,0,0,2
1,1,0,0,0,0,0,11,25000,10.1266711030504,1,1,0,0,9
1,0,1,0,0,0,0,11,31000,10.3417747410115,1,1,1,0,11
0,1,0,0,0,0,0,8,63000,11.0509058782636,1,1,1,0,2
1,1,0,0,0,0,0,7,55000,10.9151066458675,0,0,0,0,0
0,1,0,0,0,0,1,11,28000,10.2399955028053,0,0,0,0,0
1,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,3
0,0,1,0,0,0,0,9,25000,10.1266711030504,0,0,0,0,2
0,1,0,0,0,0,0,12,NA,NA,1,1,1,0,3
0,1,0,0,0,0,0,11,1e+05,11.5129354649202,1,1,0,0,1
1,0,1,0,0,0,0,11,42000,10.6454487065059,1,1,1,0,6
1,0,1,0,0,0,0,12,NA,NA,0,1,0,0,2
1,1,0,0,0,0,0,11,35000,10.463131911492,1,1,1,0,3
1,1,0,0,0,0,0,10,60000,11.002116507732,1,1,1,0,4
1,0,0,0,1,0,0,10,6000,8.69968140098951,1,1,0,0,7
1,0,1,0,0,0,0,12,NA,NA,1,1,1,0,12
0,0,1,0,0,0,0,10,75000,11.2252567257629,0,1,0,0,4
0,1,0,0,0,0,0,12,34000,10.4341452149305,1,1,1,0,0
1,1,0,0,0,0,0,10,25000,10.1266711030504,0,0,0,0,4
1,0,0,0,0,1,1,12,20000,9.90353755128617,1,1,1,0,15
1,1,0,0,0,0,0,12,54000,10.8967578438935,0,1,0,0,1
1,0,1,0,0,0,0,10,24000,10.0858507751287,0,0,0,0,0
0,0,1,0,0,0,0,10,NA,NA,0,0,0,0,0
0,0,1,0,0,0,0,9,75000,11.2252567257629,0,0,0,0,1
1,0,1,0,0,0,0,9,45000,10.7144399907278,0,0,0,0,5
1,1,0,0,0,0,0,9,24000,10.0858507751287,1,1,0,0,0
0,0,0,0,0,1,1,9,5000,8.5173931714189,1,1,NA,0,7
0,0,0,0,1,0,0,10,18000,9.7981825908907,1,1,1,0,4
0,1,1,1,0,0,0,10,50000,10.8197982842103,1,1,1,0,7
0,1,0,0,0,0,0,11,65000,11.0821579333748,1,1,0,0,1
0,1,0,0,0,0,0,10,80000,11.2897944135779,1,1,1,0,2
1,1,0,0,0,0,1,9,32000,10.3735224312936,1,1,1,0,4
1,1,0,0,0,0,0,9,35000,10.463131911492,1,1,1,1,NA
1,1,0,0,0,0,0,NA,47000,10.7579241570616,1,1,1,0,1
0,1,0,0,0,0,0,NA,65000,11.0821579333748,1,1,0,0,1
1,0,1,0,0,0,0,10,35000,10.463131911492,1,0,0,0,1
0,0,0,0,0,1,1,10,27000,10.2036291813376,0,0,0,0,0
0,1,0,0,0,0,0,10,NA,NA,1,1,0,0,2
1,0,0,0,1,0,0,10,NA,NA,0,0,0,0,1
0,1,0,0,0,0,0,NA,40000,10.5966597327836,1,1,1,0,6
0,0,0,0,0,1,1,10,37000,10.5187002182882,1,1,1,0,11
0,0,0,0,1,0,0,7,26000,10.1658902778025,1,0,1,0,7
0,0,1,1,0,0,0,10,15000,9.61587214452889,1,0,0,0,3
0,1,0,0,0,0,0,9,24000,10.0858507751287,0,0,0,0,0
0,0,1,0,0,0,0,10,17000,9.74102744483773,1,0,0,0,0
0,1,0,0,0,0,0,10,NA,NA,1,1,1,0,8
0,1,0,0,0,0,1,9,12000,9.39274525863144,1,1,0,0,5
0,1,0,0,0,0,0,12,1e+05,11.5129354649202,1,1,0,0,0
0,0,1,0,0,0,0,9,54000,10.8967578438935,0,0,0,0,0
0,0,1,0,0,0,0,11,40000,10.5966597327836,1,1,0,0,5
0,1,0,0,0,0,1,10,130000,11.7752974217158,1,1,0,0,5
0,1,0,0,0,0,0,10,70000,11.1562648066437,0,1,0,0,2
0,1,0,0,0,0,0,10,75000,11.2252567257629,1,1,0,0,5
1,0,1,0,0,0,0,11,NA,NA,0,1,0,0,2
1,1,0,0,0,0,1,10,6000,8.69968140098951,0,0,0,0,0
1,0,0,0,0,1,1,12,NA,NA,0,1,0,0,2
0,0,0,0,0,1,1,10,35000,10.463131911492,1,1,0,0,5
1,0,0,1,0,0,1,10,26000,10.1658902778025,1,1,0,0,2
0,0,1,0,0,0,0,10,60000,11.002116507732,1,1,0,0,3
0,1,0,0,0,0,0,9,54000,10.8967578438935,0,1,0,0,6
1,1,0,0,1,0,0,11,12000,9.39274525863144,1,1,1,0,5
0,1,0,0,0,0,0,9,15000,9.61587214452889,0,0,0,0,0
0,1,0,0,0,0,0,11,40000,10.5966597327836,0,0,0,0,4
1,0,0,0,0,1,1,12,12000,9.39274525863144,1,0,0,0,0
1,0,1,1,0,0,0,9,NA,NA,1,1,1,0,7
0,0,0,0,0,1,1,12,6000,8.69968140098951,1,1,1,0,4
1,0,1,0,0,0,0,10,75000,11.2252567257629,1,0,0,0,2
0,0,0,0,1,0,0,12,45000,10.7144399907278,0,0,0,0,0
0,1,0,0,0,0,0,9,NA,NA,1,1,0,0,3
1,1,0,0,0,0,0,11,40000,10.5966597327836,1,1,0,0,0
1,1,0,0,0,0,0,11,28000,10.2399955028053,1,1,0,0,3
1,0,0,0,0,1,1,12,15000,9.61587214452889,1,1,1,0,5
1,0,1,0,0,0,0,10,70000,11.1562648066437,0,0,0,0,0
1,0,0,0,0,1,1,11,45000,10.7144399907278,1,1,1,1,2
1,1,0,0,0,0,0,10,53000,10.8780660602808,0,0,0,0,5
1,1,0,0,0,0,0,12,55000,10.9151066458675,1,1,0,0,3
0,1,0,0,0,0,0,10,42000,10.6454487065059,1,1,0,0,2
1,0,0,0,0,1,1,11,NA,NA,1,1,1,1,4
1,1,0,0,0,0,0,11,35000,10.463131911492,1,0,0,0,4
0,0,1,0,0,0,0,10,13000,9.47278155656217,1,1,1,0,4
1,0,1,0,0,0,0,12,10000,9.21044036697652,0,0,0,0,1
1,0,1,1,0,0,0,12,14000,9.54688403461792,0,0,0,0,0
0,0,1,0,0,0,0,7,NA,NA,1,0,0,0,1
0,0,1,0,0,1,0,11,13000,9.47278155656217,0,0,0,0,4
0,1,0,0,0,0,0,12,58000,10.9682155307592,0,0,0,0,2
0,1,0,0,0,0,0,9,6000,8.69968140098951,1,1,0,0,2
0,1,0,0,0,0,0,12,42000,10.6454487065059,1,1,1,0,0
0,0,0,0,0,1,1,10,NA,NA,1,1,1,0,7
1,1,0,0,0,0,0,11,36000,10.4913019948302,1,1,1,0,7
0,1,0,0,0,0,0,12,20000,9.90353755128617,0,1,0,0,0
0,1,0,0,0,0,0,10,40000,10.5966597327836,1,1,1,0,2
1,1,0,0,0,0,0,7,35000,10.463131911492,0,0,0,0,0
0,1,0,0,0,0,0,10,45000,10.7144399907278,1,1,0,0,0
0,1,0,1,0,0,0,9,NA,NA,1,1,1,0,11
1,0,0,0,0,1,1,NA,NA,NA,0,0,0,0,2
1,1,0,0,0,0,0,8,32000,10.3735224312936,1,0,0,0,0
0,1,0,0,0,0,0,8,60000,11.002116507732,1,1,1,1,13
0,0,1,0,0,0,0,10,8000,8.98732181285012,1,0,0,0,2
1,1,0,0,0,0,0,NA,50000,10.8197982842103,1,1,0,0,4
1,1,0,0,0,0,0,7,NA,NA,0,1,1,0,9
1,1,0,0,0,0,0,7,70000,11.1562648066437,0,0,0,0,3
1,1,0,0,0,0,0,9,40000,10.5966597327836,0,0,0,0,2
0,1,0,0,0,0,0,11,NA,NA,1,1,1,0,4
0,1,0,0,0,0,0,8,40000,10.5966597327836,0,0,0,0,2
0,1,0,0,0,0,0,NA,NA,NA,1,1,1,1,5
1,1,0,0,0,0,0,9,75000,11.2252567257629,1,1,0,0,8
1,1,0,0,0,0,0,11,42000,10.6454487065059,1,1,0,0,6
0,1,0,0,0,0,0,7,NA,NA,1,0,0,0,1
0,1,0,0,0,0,0,12,NA,NA,1,1,0,0,3
1,0,1,0,0,0,0,12,33000,10.4042931430198,0,0,0,0,1
0,1,0,0,0,0,0,11,1e+05,11.5129354649202,0,0,0,0,3
1,1,0,0,0,0,0,11,34000,10.4341452149305,1,1,0,0,1
1,1,0,0,0,0,0,11,48000,10.7789771230064,1,1,1,1,4
0,1,0,0,0,0,0,NA,15000,9.61587214452889,0,1,0,0,0
0,1,0,0,0,0,0,12,NA,NA,1,1,1,0,1
0,0,0,0,0,1,1,11,25000,10.1266711030504,1,1,1,0,1
0,1,0,0,0,0,0,8,50000,10.8197982842103,1,1,0,0,5
1,1,0,0,0,0,0,7,10000,9.21044036697652,0,0,0,0,1
0,1,0,0,0,0,0,8,70000,11.1562648066437,0,0,0,0,1
0,1,0,0,0,0,0,12,30000,10.3089859934221,1,0,0,0,1
1,1,0,0,0,0,0,8,30000,10.3089859934221,1,1,1,0,5
0,1,0,0,0,0,0,12,70000,11.1562648066437,1,0,1,0,6
0,1,0,0,0,0,0,7,36000,10.4913019948302,0,0,0,0,0
0,0,0,0,0,1,1,9,NA,NA,1,0,0,0,0
0,1,0,0,0,0,0,12,6000,8.69968140098951,1,1,1,0,5
0,1,0,0,0,0,0,9,65000,11.0821579333748,1,0,0,0,1
1,1,0,0,0,0,0,9,130000,11.7752974217158,1,0,0,0,4
0,1,0,0,0,0,0,11,20000,9.90353755128617,1,1,0,0,1
1,1,0,0,0,0,0,9,38000,10.5453677541517,1,1,0,0,5
1,1,0,0,0,0,0,11,30000,10.3089859934221,1,1,0,0,0
1,1,0,0,0,0,0,9,12000,9.39274525863144,1,1,1,0,7
1,1,0,0,0,0,0,8,24000,10.0858507751287,1,0,0,0,5
1,1,0,0,0,0,0,11,NA,NA,0,1,1,1,2
0,1,0,0,0,0,0,9,NA,NA,1,1,1,0,5
0,1,0,0,0,0,0,10,55000,10.9151066458675,1,1,0,0,5
0,1,0,0,0,0,0,11,NA,NA,1,1,1,0,2
1,1,0,0,0,0,0,10,16000,9.68040649926887,0,0,0,0,1
0,1,0,0,0,0,0,10,28000,10.2399955028053,1,1,0,0,8
0,1,0,0,0,0,0,8,NA,NA,0,1,1,0,4
0,0,0,1,0,0,0,7,NA,NA,0,0,0,0,0
0,1,0,0,0,0,0,12,43000,10.6689786502192,1,1,1,1,6
0,1,0,0,0,0,0,10,50000,10.8197982842103,0,1,0,0,3
0,1,0,0,0,0,0,7,25000,10.1266711030504,1,0,0,0,2
0,1,0,0,0,0,0,9,65000,11.0821579333748,0,0,0,0,0
0,1,0,0,0,0,0,9,32000,10.3735224312936,1,1,1,0,6
0,0,1,0,0,0,0,11,7000,8.8538082749772,0,0,0,0,0
0,1,0,0,0,0,0,9,45000,10.7144399907278,0,0,0,0,1
0,0,1,0,0,0,0,11,NA,NA,1,0,0,0,0
0,0,0,0,0,1,1,9,NA,NA,1,1,1,1,10
0,1,0,0,0,0,0,9,45000,10.7144399907278,0,1,0,0,2
1,0,0,1,0,0,0,12,NA,NA,1,1,1,0,4
0,0,0,1,0,0,1,8,NA,NA,1,1,1,1,3
1,1,0,0,0,0,0,NA,41000,10.6213517356329,0,0,0,0,0
1,1,0,0,0,0,0,11,30000,10.3089859934221,0,1,0,0,0
1,0,1,0,0,0,0,11,150000,11.9183972397228,1,0,0,0,1
1,1,0,0,0,0,0,10,21000,9.95232533461943,0,0,0,0,0
0,0,1,0,0,0,0,8,150000,11.9183972397228,1,0,0,0,4
1,1,0,0,0,0,0,11,39000,10.5713425658087,0,0,0,0,0
0,1,0,0,0,0,0,12,47000,10.7579241570616,0,0,0,0,0
1,1,0,0,0,0,0,10,58000,10.9682155307592,1,0,0,0,8
1,1,0,0,0,0,0,7,0,0,0,0,0,0,1
0,1,0,0,0,0,0,7,60000,11.002116507732,0,0,0,0,2
0,1,0,0,0,0,0,11,50000,10.8197982842103,1,1,1,0,1
1,1,0,0,0,0,0,10,26000,10.1658902778025,1,0,0,0,2
1,1,0,0,0,0,0,7,0,0,0,0,0,0,2
0,1,0,0,0,0,0,10,38000,10.5453677541517,0,0,0,0,0
1,1,0,0,0,0,0,10,70000,11.1562648066437,0,0,0,0,3
0,0,0,0,0,1,1,7,15000,9.61587214452889,1,1,0,0,4
0,0,0,0,0,1,1,12,NA,NA,0,0,0,0,3
0,0,0,0,0,1,1,8,15000,9.61587214452889,1,1,0,0,5
1,1,0,0,0,0,0,12,9000,9.10509096125709,1,1,1,0,7
0,1,0,0,0,0,0,11,NA,NA,1,1,0,0,0
0,1,0,0,0,0,0,12,40000,10.5966597327836,1,1,1,0,4
0,1,0,0,0,0,0,11,NA,NA,0,0,0,0,1
1,1,0,0,0,0,0,9,NA,NA,1,1,1,0,1
0,0,0,0,0,1,1,11,7000,8.8538082749772,0,0,1,0,0
1,1,0,0,0,0,0,11,90000,11.4075760603618,0,1,0,0,6
0,1,0,0,0,0,0,11,28000,10.2399955028053,1,1,1,0,7
1,1,0,0,0,0,0,12,NA,NA,1,1,0,0,0
0,1,0,0,0,0,0,12,50000,10.8197982842103,1,1,0,0,0
0,1,0,0,0,0,0,NA,55000,10.9151066458675,1,1,1,0,1
1,1,0,0,0,0,0,8,20000,9.90353755128617,0,0,0,0,3
0,1,0,0,0,0,0,11,55000,10.9151066458675,1,0,1,0,1
1,NA,NA,NA,NA,NA,0,12,140000,11.8494048444231,0,0,0,0,2
1,1,0,0,0,0,1,10,28000,10.2399955028053,1,1,0,0,6
0,1,0,0,0,0,0,10,50000,10.8197982842103,1,1,1,0,2
0,1,0,0,0,0,0,8,12000,9.39274525863144,1,1,0,0,8
1,1,0,0,0,0,0,7,25000,10.1266711030504,1,0,0,0,5
1,1,0,0,0,0,0,NA,NA,NA,1,1,1,0,7
1,1,0,0,0,0,0,11,30000,10.3089859934221,1,0,0,0,1
0,1,0,0,0,0,0,9,5000,8.5173931714189,1,1,1,0,7
0,1,0,0,0,0,0,7,48000,10.7789771230064,1,1,0,0,3
0,1,0,0,0,0,0,8,23000,10.043292972227,1,1,0,0,0
0,1,0,0,0,0,0,8,32000,10.3735224312936,1,1,0,0,3
0,1,0,0,0,0,0,11,NA,NA,1,1,1,0,2
1,1,0,0,0,0,0,11,30000,10.3089859934221,0,0,0,0,1
0,1,0,0,0,0,0,8,28000,10.2399955028053,0,0,0,0,0
0,1,0,0,0,0,0,7,NA,NA,0,0,0,0,2
1,1,0,0,0,0,0,11,28000,10.2399955028053,1,0,0,0,1
1,1,0,0,0,0,0,10,30000,10.3089859934221,0,0,0,0,0
1,1,0,0,0,0,0,12,NA,NA,1,1,1,NA,NA
1,1,0,0,0,0,0,10,6000,8.69968140098951,1,1,1,0,7
0,1,0,0,0,0,0,10,10000,9.21044036697652,1,1,1,0,2
1,1,0,0,0,0,0,12,14000,9.54688403461792,1,0,0,0,3
0,0,1,0,0,0,0,9,70000,11.1562648066437,1,1,0,0,3
0,1,0,0,0,0,0,11,24000,10.0858507751287,1,1,0,0,2
1,1,0,0,0,0,0,11,27000,10.2036291813376,1,1,1,0,4
0,0,1,0,0,0,0,11,30000,10.3089859934221,0,0,0,0,3
0,1,0,0,0,0,0,10,3000,8.00670084544037,1,1,1,0,4
0,0,1,0,0,0,0,9,10000,9.21044036697652,0,0,0,0,0
1,1,0,0,0,0,0,11,15000,9.61587214452889,1,1,NA,0,15
0,1,0,0,0,0,0,9,60000,11.002116507732,1,1,1,0,0
0,0,1,0,0,0,0,12,NA,NA,1,1,1,0,8
0,0,1,0,0,0,0,12,74000,11.2118338856085,1,1,0,0,0
0,0,0,0,0,1,1,10,NA,NA,0,1,0,0,9
1,1,0,0,0,0,0,12,15000,9.61587214452889,0,1,0,0,1
1,1,0,0,0,0,0,11,40000,10.5966597327836,0,0,0,0,2
0,0,0,1,0,0,1,11,20000,9.90353755128617,0,NA,NA,NA,NA
0,0,0,1,0,0,1,10,18000,9.7981825908907,1,0,0,0,1
1,0,1,0,0,0,0,10,30000,10.3089859934221,0,1,0,0,0
1,0,1,0,0,0,0,10,35000,10.463131911492,0,0,0,0,4
0,0,1,0,0,0,0,11,NA,NA,1,1,1,NA,9
0,1,0,0,0,0,0,12,NA,NA,1,1,0,0,0
0,0,1,0,0,0,0,11,65000,11.0821579333748,1,1,1,0,1
1,0,1,0,0,0,0,9,38000,10.5453677541517,1,0,0,0,7
0,0,1,0,0,0,0,10,55000,10.9151066458675,1,1,1,0,5
0,1,0,0,0,0,0,12,30000,10.3089859934221,0,0,0,0,0
1,1,0,0,0,0,0,9,20000,9.90353755128617,0,0,0,0,0
0,1,0,0,0,0,0,9,99000,11.5028852300758,1,1,1,0,3
0,0,1,0,0,0,0,10,28000,10.2399955028053,1,1,0,0,3
1,1,0,0,0,0,0,11,60000,11.002116507732,1,1,1,0,6
0,1,0,0,0,0,0,9,60000,11.002116507732,1,1,0,0,2
1,1,0,0,0,0,0,10,64000,11.0666539872197,1,0,0,0,0
1,1,0,0,0,0,0,12,35000,10.463131911492,1,1,1,0,0
0,0,1,0,0,0,0,9,NA,NA,1,1,1,0,5
0,1,0,0,0,0,0,10,70000,11.1562648066437,1,1,0,0,1
1,1,0,0,0,0,0,11,130000,11.7752974217158,1,1,1,0,1
0,1,0,0,0,0,0,11,NA,NA,1,0,0,0,0
0,1,0,0,0,0,0,9,NA,NA,1,1,1,0,10
1,1,0,0,0,0,0,11,NA,NA,1,1,0,0,5
0,0,0,0,1,0,0,11,45000,10.7144399907278,0,0,0,0,1
1,0,0,0,0,1,1,10,NA,NA,0,0,0,0,2
1,1,0,0,0,0,1,7,13000,9.47278155656217,1,1,0,0,3
1,1,0,0,0,0,0,11,80000,11.2897944135779,0,0,0,0,0
0,1,0,0,0,0,0,10,80000,11.2897944135779,1,1,0,0,1
1,0,1,0,0,0,0,8,6000,8.69968140098951,1,1,0,0,5
0,0,1,0,0,0,0,9,72000,11.1844352867906,1,1,0,0,3
1,0,1,0,0,0,0,11,27000,10.2036291813376,0,0,0,0,0
0,0,1,0,0,0,0,12,NA,NA,0,0,0,0,0
0,1,0,0,0,0,0,10,6000,8.69968140098951,1,1,1,0,2
1,1,0,0,0,0,0,12,40000,10.5966597327836,1,0,0,0,3
0,0,0,0,0,1,0,11,75000,11.2252567257629,0,1,0,0,0
1,0,1,0,0,0,0,9,NA,NA,0,1,0,0,2
0,1,0,0,0,0,1,11,NA,NA,1,0,0,0,0
1,1,0,0,0,0,0,12,28000,10.2399955028053,0,1,0,0,0
0,0,0,0,1,0,0,7,NA,NA,0,0,0,0,0
1,0,0,0,1,0,0,7,NA,NA,0,1,0,0,NA
1,1,0,0,0,0,0,10,0,0,1,1,0,0,2
1,1,0,0,0,0,0,12,90000,11.4075760603618,1,1,1,0,4
1,1,0,0,0,0,0,9,1e+05,11.5129354649202,1,1,0,0,5
0,1,0,0,0,0,0,9,23000,10.043292972227,1,0,0,0,0
0,1,0,0,0,0,0,11,NA,NA,0,0,0,0,0
1,0,1,0,0,0,0,9,25000,10.1266711030504,1,1,1,0,14
1,1,0,0,0,0,0,10,30000,10.3089859934221,0,1,0,0,2
0,0,0,0,1,0,0,11,NA,NA,1,1,0,0,4
1,0,1,0,0,0,0,9,NA,NA,0,0,0,0,1
0,0,1,0,0,0,0,12,15000,9.61587214452889,0,0,0,0,2
1,0,1,0,0,0,0,9,NA,NA,1,0,0,0,5
1,1,0,0,0,0,0,11,45000,10.7144399907278,1,1,0,0,1
1,1,0,0,0,0,0,11,90000,11.4075760603618,1,1,1,0,8
0,0,1,0,0,0,0,11,NA,NA,1,1,1,0,1
1,1,0,1,0,0,0,10,280000,12.5425484535736,1,1,0,0,5
1,1,0,0,0,0,0,11,44000,10.6919676399149,0,0,0,0,3
0,1,0,0,0,0,0,11,62000,11.0349057929294,1,1,1,0,4
1,1,0,0,0,0,0,11,30000,10.3089859934221,1,1,0,0,1
0,0,1,0,0,0,0,7,NA,NA,0,0,0,0,0
0,0,1,0,0,0,0,8,2e+05,12.2060776455177,0,0,0,0,0
0,0,1,0,0,0,0,7,1e+05,11.5129354649202,0,1,0,0,6
0,1,0,0,0,0,1,9,14000,9.54688403461792,1,1,0,0,5
0,1,0,0,0,0,1,11,45000,10.7144399907278,1,0,0,0,1
0,1,0,0,0,0,0,9,58000,10.9682155307592,1,1,0,0,2
1,1,0,0,0,0,0,12,40000,10.5966597327836,0,1,0,0,3
0,1,0,0,0,0,0,12,138000,11.8350162104899,0,0,0,0,0
0,1,0,0,0,0,0,10,110000,11.6082447356423,1,1,1,0,5
0,0,1,0,0,0,0,9,NA,NA,0,0,0,0,2
0,0,1,0,0,0,0,9,NA,NA,1,1,0,0,4
0,0,0,0,0,1,0,10,44000,10.6919676399149,0,0,0,0,1
1,1,0,0,0,0,1,9,NA,NA,0,0,0,0,0
0,0,0,0,0,1,1,9,30000,10.3089859934221,1,1,0,0,2
0,0,0,0,0,1,1,9,NA,NA,0,0,0,0,6
1,1,0,0,0,0,0,11,28000,10.2399955028053,1,1,1,0,6
0,1,0,1,0,0,0,10,54000,10.8967578438935,0,1,1,0,6
0,0,0,0,1,0,0,11,42000,10.6454487065059,1,1,1,0,5
0,0,0,0,1,0,1,7,NA,NA,0,0,0,0,1
0,0,0,0,1,0,0,11,65000,11.0821579333748,1,1,0,0,1
1,1,0,0,1,0,0,9,41000,10.6213517356329,0,1,0,0,0
0,1,0,0,0,0,0,10,21000,9.95232533461943,1,1,1,0,2
0,1,0,0,0,0,1,12,14000,9.54688403461792,0,1,0,0,0
1,0,0,0,0,1,1,9,45000,10.7144399907278,0,0,0,0,1
1,0,1,0,0,0,0,11,22000,9.99884318585288,1,1,1,0,6
0,1,0,0,0,0,0,9,870000,13.6762496400554,0,0,0,0,4
0,1,0,0,1,0,0,9,70000,11.1562648066437,1,1,0,0,1
0,1,0,0,0,0,0,11,NA,NA,1,1,0,0,1
1,1,0,0,0,0,0,12,1e+05,11.5129354649202,0,0,0,0,1
1,1,0,0,0,0,1,12,60000,11.002116507732,1,1,1,0,1
0,1,0,0,0,0,1,12,18000,9.7981825908907,1,1,NA,NA,1
1,1,0,0,0,0,0,12,95000,11.4616426968431,1,0,0,0,7
1,0,1,0,0,0,0,12,NA,NA,0,1,1,0,8
0,1,0,0,0,0,1,9,38000,10.5453677541517,0,0,0,0,3
0,0,0,0,0,1,1,11,20000,9.90353755128617,1,1,1,0,2
1,1,0,0,1,0,0,10,75000,11.2252567257629,0,1,1,0,7
0,1,0,0,0,0,0,9,60000,11.002116507732,1,1,1,0,5
0,0,1,0,0,0,0,11,24000,10.0858507751287,1,1,1,0,6
1,0,0,0,0,1,1,10,22000,9.99884318585288,1,1,1,0,4
0,1,0,0,0,0,0,10,45000,10.7144399907278,1,1,1,0,4
1,1,0,0,0,0,0,10,55000,10.9151066458675,1,1,0,0,3
0,1,0,0,0,0,0,9,36000,10.4913019948302,1,1,1,0,8
1,1,0,0,0,0,0,11,1e+05,11.5129354649202,0,1,1,0,1
1,0,0,0,1,0,0,9,60000,11.002116507732,0,1,0,0,0
1,1,0,0,0,0,0,10,160000,11.9829353441964,1,1,1,0,2
0,1,0,0,0,0,1,11,19000,9.85224688834253,0,1,0,0,1
0,0,0,0,0,1,1,10,NA,NA,1,0,0,0,6
0,1,0,0,1,0,1,10,75000,11.2252567257629,0,0,0,0,1
1,0,0,0,1,0,0,11,26000,10.1658902778025,0,0,0,0,5
0,0,0,0,1,0,0,10,22000,9.99884318585288,1,1,1,1,11
1,1,0,0,0,0,0,10,70000,11.1562648066437,0,0,0,0,1
1,1,0,0,0,0,0,12,10000,9.21044036697652,1,1,1,0,1
1,1,0,0,0,0,0,10,38000,10.5453677541517,1,1,1,0,2
1,0,1,0,0,0,0,NA,NA,NA,1,1,0,0,3
1,0,1,0,0,0,0,11,2000,7.60140233458373,1,1,0,0,3
0,1,0,0,0,0,0,9,NA,NA,1,1,1,1,8
1,1,0,0,0,0,0,12,NA,NA,0,1,0,0,4
1,1,0,0,0,0,0,10,1e+05,11.5129354649202,1,1,1,0,2
0,1,0,0,0,0,0,11,93000,11.4403655247658,1,1,0,0,1
0,0,0,0,1,0,0,11,2e+05,12.2060776455177,1,1,0,0,3
1,1,0,0,0,0,0,10,999000,13.8145110586312,0,1,0,0,7
0,0,0,0,1,0,0,8,4e+05,12.899222326087,0,0,0,0,4
0,0,0,0,1,0,0,12,2e+05,12.2060776455177,0,1,0,0,3
0,0,1,0,0,0,0,9,NA,NA,0,0,0,0,0
0,1,0,0,0,0,0,11,35000,10.463131911492,1,1,0,0,3
0,1,0,0,0,0,0,12,NA,NA,1,0,0,0,3
0,0,1,0,0,0,0,10,17000,9.74102744483773,0,0,0,0,5
0,0,1,0,0,0,0,11,NA,NA,0,1,0,0,0
0,1,0,0,0,0,0,11,1e+05,11.5129354649202,1,1,1,0,7
0,1,0,0,0,0,0,12,NA,NA,1,1,1,0,3
1,1,0,0,0,0,0,10,NA,NA,0,0,0,0,0
1,1,0,0,0,0,0,9,20000,9.90353755128617,0,0,0,0,0
0,1,0,0,0,0,0,12,36000,10.4913019948302,0,0,0,0,0
0,0,1,0,0,0,0,11,NA,NA,0,0,0,0,0
0,1,0,0,0,0,0,12,60000,11.002116507732,1,1,1,0,2
0,1,0,0,0,0,1,11,14000,9.54688403461792,0,0,0,0,0
0,1,0,0,0,0,0,10,1e+05,11.5129354649202,0,0,0,0,0
1,1,0,0,0,0,0,12,NA,NA,1,1,1,0,2
1,1,0,0,0,0,0,11,40000,10.5966597327836,1,1,1,0,2
1,1,0,0,0,0,0,10,65000,11.0821579333748,0,0,0,0,0
1,0,1,0,0,0,0,12,70000,11.1562648066437,1,1,0,0,0
0,1,0,0,0,0,0,8,1e+05,11.5129354649202,0,0,0,0,0
1,1,0,0,0,0,0,7,NA,NA,0,1,0,0,6
0,0,1,0,0,0,0,7,76000,11.2385017770766,1,0,0,0,5
1,1,0,0,0,0,0,10,60000,11.002116507732,0,0,0,0,0
0,0,1,0,0,0,0,10,40000,10.5966597327836,0,1,0,0,10
0,0,1,0,0,0,0,10,60000,11.002116507732,1,1,0,0,5
